sentence1,sentence2,similarity
产地,车辆识别代码,contradiction
车辆类型,产地,contradiction
厂牌型号,车辆类型,contradiction
购货单位（人）,厂牌型号,contradiction
价税合计,购方名称,contradiction
开票日期,价税合计,contradiction
纳税人识别号,开票日期,contradiction
身份证号码/组织机构代码,纳税人识别号,contradiction
销货单位名称,身份证件号码或组织机构代码,contradiction
发票代码,销货单位名称,contradiction
发票号码,发票代码,contradiction
企业名称,发票号码,contradiction
税务登记日期,企业名称,contradiction
统一社会信用代码,税务登记日期,contradiction
纳税人识别号,统一社会信用代码,contradiction
纳税人名称,纳税人识别号,contradiction
纳税人识别号,纳税人名称,contradiction
证件号码,纳税人识别号,contradiction
发放日期,身份证件号码,contradiction
英文姓名,发放日期,contradiction
申请年度,英文姓名,contradiction
缔约对方纳税人识别号,税收申请年度,contradiction
对方纳税人名称,缔约对方纳税人识别号,contradiction
个人申请年度完税情况,对方纳税人名称,contradiction
实际管理机构所在地,个人申请年度完税情况,contradiction
企业联系电话,实际管理机构所在地,contradiction
企业申请年度完税情况,企业联系电话,contradiction
纳税年度,企业申请年度完税情况,contradiction
申请人或代理人,纳税年度,contradiction
通信地址,申请人或代理人姓名,contradiction
终审同意标志,通信地址,contradiction
终审日期,终审同意标志,contradiction
在华是否有住所,终审日期,contradiction
注册地址,在华是否有住所,contradiction
货币种类,企业注册地址,contradiction
录入日期,货币种类,contradiction
首选缴费账户标志,录入日期,contradiction
首选缴税账户标志,首选缴费银行账户标志,contradiction
退费账户标志,首选缴税银行账户标志,contradiction
退税账户标志,退费账户标志,contradiction
银行行别,退税账户标志,contradiction
银行营业网点,银行行别,contradiction
银行账号,银行营业网点,contradiction
银行账户性质,银行账号,contradiction
账户名称,银行账户性质,contradiction
身份证号,开户银行账户名称,contradiction
注销日期,公民身份号码,contradiction
存款账号识别号,银行卡注销日期,contradiction
当事人类型,银行存款账号,contradiction
当事人份额,司法案件当事人类型,contradiction
交易告知单标识码,不动产交易当事人份额,contradiction
状态,交易告知单标识码,contradiction
当事人姓名或名称,不动产状态,contradiction
当事人证件号码,当事人名称,contradiction
当事人证件类型,当事人身份证件号码,contradiction
房屋统一编号,当事人身份证件类型,contradiction
房屋用途,不动产单元号,contradiction
房屋坐落,房屋用途,contradiction
建筑结构,不动产坐落,contradiction
房屋建筑面积,建筑结构,contradiction
所在层,房屋建筑面积,contradiction
所在城市,所在楼层,contradiction
行政区划,所在城市,contradiction
合同编号,行政区划名称,contradiction
交易价格,合同编号,contradiction
合同签订（备案）日期,交易价格,contradiction
告知单确认日期,合同签订备案日期,contradiction
所在城市,告知单确认日期,contradiction
行政区划,所在城市,contradiction
业务类型,行政区划名称,contradiction
船舶呼号识别码,不动产业务类型,contradiction
船舶种类,船舶呼号,contradiction
船长,船舶种类,contradiction
船籍港,船主姓名,contradiction
船名,船籍港,contradiction
船体材质,船名,contradiction
持证人IDCARDORCOMPANY,船体材质,contradiction
净吨位,船舶所有人所属单位,contradiction
建造完工日期,船舶净吨位,contradiction
发证机关,建成日期,contradiction
所有权国籍登记审批时间,发证机关,contradiction
所有权国籍登记申请日期,所有权国籍登记审批时间,contradiction
所有人所占股份,申请登记日期,contradiction
船舶所有人名称,船舶所有人所占股份,contradiction
船舶所有人身份证号,船舶所有人,contradiction
型宽,船舶所有人公民身份号码,contradiction
型深,船舶型宽,contradiction
渔船编码,船舶型深,contradiction
渔业船舶所有权登记证书编号,渔船编码,contradiction
总吨位,船舶登记号,contradiction
国籍所有权登记信息唯一标识,船舶总吨位,contradiction
反污染设备,船舶国籍证书印刷号,contradiction
证书时间,船舶反污染设备,contradiction
防火设备,发证时间,contradiction
主机模型,船舶防火设备,contradiction
主机数量,船舶主机型号,contradiction
作业制定,船舶主机数量,contradiction
发证机关,船舶作业制定,contradiction
救生设备,发证机关,contradiction
居民身份证号码或公司注册号,船舶救生设备,contradiction
持证人名称,居民身份证号码或公司注册号,contradiction
船图片,船舶所有人,contradiction
船图片的名称,船图片,contradiction
图片船东,船图片的名称,contradiction
图片船东名称,图片船东,contradiction
船的构建时间,图片船东名称,contradiction
型深,船舶构建时间,contradiction
船长,船舶型深,contradiction
船体材质,船主姓名,contradiction
船名,船体材质,contradiction
渔船编码,船名,contradiction
船在港口,渔船编码,contradiction
主机功率,登记港口,contradiction
总吨位,船舶主机功率,contradiction
船业类型,船舶总吨位,contradiction
型宽,船业类型,contradiction
信号设备,船舶型宽,contradiction
有效时间,船舶信号设备,contradiction
渔船捕捞许可注销信息唯一标识,船舶有效期限,contradiction
姓名,许可注销标识,contradiction
公民身份号码,姓名,contradiction
性别,公民身份号码,contradiction
民族,性别,contradiction
出生日期,民族,contradiction
出生国家或地区,出生日期,contradiction
出生地省市区县,出生地国家地区,contradiction
兵役状况,出生地省市县区,contradiction
籍贯,兵役状况,contradiction
户籍地,籍贯,contradiction
户籍详址,户籍地,contradiction
户籍所属派出所名称,户籍地址区划内详细地址,contradiction
婚姻状况,户籍地派出所,contradiction
学历,婚姻状况,contradiction
登记类别,学历,contradiction
职业类别,登记类别,contradiction
联系电话,职业类别,contradiction
宗教信仰,联系电话,contradiction
居住证号,宗教信仰,contradiction
居住地详细地址,居住证号,contradiction
居住证发证地公安机关,居住地详细地址,contradiction
居住证发证日期,发证地公安机关,contradiction
签注到期日期,发证日期,contradiction
死亡日期,签注到期日期,contradiction
死亡原因,死亡日期,contradiction
死亡注销类别,死亡原因,contradiction
注销标识,死亡注销类别,contradiction
注销日期,户籍注销标识,contradiction
相片,注销日期_户籍注销日期,contradiction
服务处所,个人照片,contradiction
姓名,工作单位,contradiction
公民身份号码,姓名,contradiction
性别,公民身份号码,contradiction
民族,性别,contradiction
出生日期,民族,contradiction
籍贯,出生日期,contradiction
户籍地,籍贯,contradiction
居住地址,户籍地,contradiction
婚姻状况,居住地址,contradiction
居住证号,婚姻状况,contradiction
居住证初次签发日期,居住证号,contradiction
管理归属公安机关名称,初次签发日期,contradiction
签注日期,所属公安机关,contradiction
签注到期日期,签注日期,contradiction
社保缴纳累计月数,签注到期日期,contradiction
姓名,社保缴纳累计月数,contradiction
公民身份号码,姓名,contradiction
性别,公民身份号码,contradiction
民族,性别,contradiction
出生日期,民族,contradiction
籍贯,出生日期,contradiction
户籍地,籍贯,contradiction
婚姻状况,户籍地,contradiction
学历,婚姻状况,contradiction
服务处所,学历,contradiction
死亡标识,工作单位,contradiction
姓名,死亡标识,contradiction
公民身份号码,姓名,contradiction
性别,公民身份号码,contradiction
民族,性别,contradiction
出生日期,民族,contradiction
出生证明编号,出生日期,contradiction
城乡属性,出生医学证明编号,contradiction
曾用名,城乡属性,contradiction
兵役状况,曾用名,contradiction
籍贯,兵役状况,contradiction
户籍地,籍贯,contradiction
户籍门(楼)详址,户籍地,contradiction
户籍所属派出所名称,户籍门楼详址,contradiction
婚姻状况,户籍地派出所,contradiction
学历,婚姻状况,contradiction
文化程度,学历,contradiction
职业类别,学历,contradiction
联系电话,职业类别,contradiction
宗教信仰,联系电话,contradiction
居住证号,宗教信仰,contradiction
居住地详细地址,居住证号,contradiction
居住证发证地公安机关,居住地详细地址,contradiction
居住证发证日期,发证地公安机关,contradiction
签注到期日期,发证日期,contradiction
死亡日期,签注到期日期,contradiction
死亡原因,死亡日期,contradiction
死亡注销类别,死亡原因,contradiction
户籍注销标识,死亡注销类别,contradiction
户籍注销日期,户籍注销标识,contradiction
相片,户籍注销日期,contradiction
居住证注销日期,个人照片,contradiction
居住证注销原因,注销日期_居住证注销日期,contradiction
租赁房屋坐落,注销原因,contradiction
租赁备案时间,租赁房屋坐落,contradiction
合同约定的租赁期限,备案时间,contradiction
房屋租赁登记备案号,合同约定的租赁期限,contradiction
租赁用途,备案号,contradiction
租赁备案机关,租赁用途,contradiction
流入原因,备案机关,contradiction
流入登记日期,流动人口流入原因,contradiction
户号,流入登记日期,contradiction
户主姓名,户号,contradiction
户主公民身份号码,户主姓名,contradiction
户别,户主公民身份号码,contradiction
户类型,户口类别,contradiction
户地址,户籍类型,contradiction
姓名,户籍地址,contradiction
公民身份号码,姓名,contradiction
常用详址1,公民身份号码,contradiction
常用详址2,常住地址,contradiction
常用详址3,常住地址,contradiction
默认地址,常住地址,contradiction
常用电话1,默认地址,contradiction
常用电话2,常用电话,contradiction
相片,常用电话,contradiction
姓名,个人照片,contradiction
公民身份证号,姓名,contradiction
户号,公民身份号码,contradiction
何国家（地区）来本址,户号,contradiction
何省市县（区）来本址,何国家地区来本址,contradiction
何详址来本址,何省市县区来本址,contradiction
户籍地省市县（区）,何详址来本址,contradiction
户籍地详细地址,户籍地省市区县,contradiction
何迁移流动原因迁来本址,户籍地址区划内详细地址,contradiction
何时来本址,何迁移流动原因迁来本址,contradiction
迁出日期,何时来本址,contradiction
迁出注销类别,户口迁出日期,contradiction
前往国家（地区）,迁出注销类别,contradiction
迁往地省市县（区）,户口迁往国家地区,contradiction
迁往地详址,迁往地省市县区,contradiction
父亲国籍,迁往地详址,contradiction
父亲民族,父亲国籍,contradiction
父亲住址,父亲民族,contradiction
父亲证件号码,父亲住址,contradiction
父亲证件类别,父亲身份证件号码,contradiction
健康状况,父亲身份证件类型,contradiction
医疗机构名称,健康状况,contradiction
母亲国籍,医疗机构名称,contradiction
母亲民族,母亲国籍,contradiction
母亲年龄,母亲民族,contradiction
母亲住址,母亲年龄,contradiction
母亲证件号码,母亲住址,contradiction
母亲证件类别,母亲身份证件号码,contradiction
签发机构,母亲身份证件类型,contradiction
签发日期,签发机构,contradiction
出生时间,签发日期_证明签发日期,contradiction
出生体重,出生时间,contradiction
出生身长,出生体重,contradiction
出生地,出生身长,contradiction
出生地行政区划代码,出生地,contradiction
父亲年龄,出生地行政区划代码,contradiction
父亲身份证号码,父亲年龄,contradiction
父亲姓名,父亲公民身份号码,contradiction
母亲身份证号码,父亲姓名,contradiction
母亲姓名,母亲公民身份号码,contradiction
出生日期,母亲姓名,contradiction
性别,出生日期,contradiction
新生儿姓名,性别,contradiction
出生证明编号,新生儿姓名,contradiction
婴儿公民身份号码,出生医学证明编号,contradiction
姓名,婴儿公民身份号码,contradiction
身份证号,姓名,contradiction
个人身高,公民身份号码,contradiction
体重,身高,contradiction
胸围,体重,contradiction
腰围,胸围,contradiction
臀围,腰围,contradiction
血型,臀围,contradiction
指纹纹型,ABO血型,contradiction
指纹指位,指纹纹型,contradiction
掌纹,指纹指位,contradiction
掌纹对应手掌,掌纹,contradiction
左眼矫正视力,掌纹对应手掌,contradiction
左眼裸视力,左眼矫正视力,contradiction
右眼矫正视力,左眼裸视力,contradiction
右眼裸视力,右眼矫正视力,contradiction
左耳听力,右眼裸视力,contradiction
右耳听力,左耳听力,contradiction
虹膜,右耳听力,contradiction
面部识别特征,虹膜,contradiction
是否死亡,面部识别特征,contradiction
是否残疾,是否死亡,contradiction
残疾类型,是否残疾,contradiction
残疾等级,残疾类别,contradiction
居住地址,残疾等级,contradiction
出生日期,居住地址,contradiction
残疾证号或编号,出生日期,contradiction
残疾等级,残疾证号,contradiction
残疾类别,残疾等级,contradiction
残疾性质,残疾类别,contradiction
性别,残疾性质,contradiction
监护人住址,性别,contradiction
监护人姓名,监护人住址,contradiction
监护人联系方式,监护人姓名,contradiction
与监护人关系,监护人联系电话,contradiction
身份证号,与监护人关系,contradiction
发证机关,公民身份号码,contradiction
发证日期,发证机关,contradiction
姓名,发证日期,contradiction
民族,姓名,contradiction
户籍地区,民族,contradiction
联系方式,户籍地,contradiction
持证状态,联系电话,contradiction
有效期,持证状态,contradiction
身份证件号,证件有效期,contradiction
学校类型,公民身份号码,contradiction
学校名称,学校类型,contradiction
学校所属行政区划,学校,contradiction
入学年月,学校所属行政区划,contradiction
在读状态,入学年月,contradiction
毕业年月,在读状态,contradiction
学制,毕业年月,contradiction
学号,学制,contradiction
公民身份号码,学号,contradiction
人员姓名,公民身份号码,contradiction
最高学历,姓名,contradiction
入学年月,最高学历,contradiction
毕业年月,入学年月,contradiction
学历层次,毕业年月,contradiction
学习形式,学历层次,contradiction
专业专业名称,学习形式,contradiction
就读院校名称,专业,contradiction
学历证书编号,院校名称,contradiction
市,学历证书编号,contradiction
区县,市,contradiction
所在学校,区县,contradiction
教师姓名,所属学校,contradiction
性别,教师姓名,contradiction
民族,性别,contradiction
岗位资格证书,民族,contradiction
任教学科,资格证证书编号,contradiction
学校标识码,任教学科,contradiction
单位类别,学校标识码,contradiction
身份证号码,所属单位类别,contradiction
教师资格种类名称,公民身份号码,contradiction
教师资格证书号码,教师资格种类名称,contradiction
认定机构名称,资格证证书编号,contradiction
姓名,认定机构,contradiction
证件类型代码,姓名,contradiction
证件类型名称,身份证件类型代码,contradiction
证件号码,身份证件类型,contradiction
性别代码,身份证件号码,contradiction
性别名称,性别代码,contradiction
户籍所在地,性别,contradiction
户籍地省市县代码,户籍地,contradiction
户籍地省市县名称,户籍地省市区县代码,contradiction
婚姻状况变更原因代码,户籍地省市区县,contradiction
婚姻状况变更原因名称,婚姻状况变更原因代码,contradiction
婚姻事项代码,婚姻状况变更原因,contradiction
婚姻事项名称,婚姻事项代码,contradiction
婚姻事项时间,婚姻事项名称,contradiction
婚姻状况代码,婚姻事项时间,contradiction
婚姻状况名称,婚姻状况代码,contradiction
婚姻明细状况代码,婚姻状况,contradiction
婚姻明细状况名称,婚姻明细状况代码,contradiction
婚姻状况变更日期,婚姻明细状况,contradiction
婚姻状况变更时间,婚姻状况变更日期,contradiction
配偶姓名,婚姻状况变更时间,contradiction
配偶证件类型代码,配偶姓名,contradiction
配偶证件类型名称,配偶证件类型代码,contradiction
配偶证件号码,配偶证件类型,contradiction
配偶户籍所在地,配偶证件号码,contradiction
配偶户籍地省市县代码,配偶户籍所在地,contradiction
配偶户籍地省市县名称,配偶户籍地省市县代码,contradiction
婚姻登记机关代码,配偶户籍地省市县,contradiction
婚姻登记机关名称,登记机关代码,contradiction
结离婚证字号,登记机关,contradiction
婚姻登记证结（离）婚备注,结离婚证字号,contradiction
权威标志,婚姻登记类型,contradiction
姓名,权威标志,contradiction
证件类型代码,姓名,contradiction
证件类型名称,身份证件类型代码,contradiction
证件号码,身份证件类型,contradiction
性别代码,身份证件号码,contradiction
性别名称,性别代码,contradiction
婚姻状况代码,性别,contradiction
婚姻状况名称,婚姻状况代码,contradiction
婚姻明细状况代码,婚姻状况,contradiction
婚姻明细状况名称,婚姻明细状况代码,contradiction
婚姻事项代码,婚姻明细状况,contradiction
婚姻事项名称,婚姻事项代码,contradiction
婚姻事项时间,婚姻事项名称,contradiction
婚姻状况变更原因代码,婚姻事项时间,contradiction
婚姻状况变更原因名称,婚姻状况变更原因代码,contradiction
婚姻状况变更日期,婚姻状况变更原因,contradiction
婚姻状况变更时间,婚姻状况变更日期,contradiction
配偶姓名,婚姻状况变更时间,contradiction
配偶证件类型代码,配偶姓名,contradiction
配偶证件类型名称,配偶证件类型代码,contradiction
配偶证件号码,配偶证件类型,contradiction
婚姻登记机关代码,配偶证件号码,contradiction
婚姻登记机关名称,登记机关代码,contradiction
结离婚证字号,登记机关,contradiction
婚姻登记证结（离）婚备注,结离婚证字号,contradiction
事项来源机构,婚姻登记类型,contradiction
事项来源索引,事项来源机构,contradiction
权威标志,事项来源,contradiction
性别,权威标志,contradiction
年龄段,性别,contradiction
职业类型,年龄段,contradiction
文化程度,职业类别,contradiction
婚姻状况,学历,contradiction
居民健康卡号,婚姻状况,contradiction
城乡居民健康档案编号,居民健康卡号,contradiction
建档日期,个人健康档案号,contradiction
姓名,建档日期,contradiction
性别,姓名,contradiction
出生日期,性别,contradiction
身份证件类别,出生日期,contradiction
身份证件号码,身份证件类型,contradiction
本人电话号码,身份证件号码,contradiction
联系人姓名,联系电话,contradiction
联系人电话,联系人姓名,contradiction
医疗保险类别,联系人电话,contradiction
ABO血型,医疗保险类别,contradiction
Rh血型,ABO血型,contradiction
遗传性疾病史,Rh血型,contradiction
手术史,遗传性疾病史,contradiction
哮喘标志,手术史,contradiction
心脏病标志,哮喘标志,contradiction
心脑血管病标志,心脏病标志,contradiction
糖尿病标志,心脑血管病标志,contradiction
青光眼标志,糖尿病标志,contradiction
精神病标志,青光眼标志,contradiction
药物过敏史标志,精神病标志,contradiction
手术史标志,药物过敏史标志,contradiction
外伤史标志,手术史标志,contradiction
输血史标志,外伤史标志,contradiction
残疾标志,输血史标志,contradiction
公民身份号码,残疾标志,contradiction
既往患病种类代码,公民身份号码,contradiction
既往患病种类名称,疾病种类代码,contradiction
既往患病确诊日期,疾病种类,contradiction
既往患病确诊医院,疾病确诊日期,contradiction
公民身份号码,疾病确诊医院,contradiction
病历就诊医院,公民身份号码,contradiction
病历登记日期,病历就诊医院,contradiction
病史陈述者姓名,病历登记日期,contradiction
陈述者与患者关系,病史陈述者,contradiction
陈述内容可靠标志,与患者关系,contradiction
主诉,陈述内容可靠标志,contradiction
现病史,主诉,contradiction
症状名称,现病史,contradiction
症状描述,症状名称,contradiction
诊疗过程描述,症状描述,contradiction
患者身份证号,诊疗过程描述,contradiction
住院费用金额,患者公民身份号码,contradiction
自付金额,住院费,contradiction
医保金额,自付金额,contradiction
减免金额,医保金额,contradiction
医保自费比例,减免金额,contradiction
扣费日期,医保自费比例,contradiction
门诊费用金额,扣费日期,contradiction
自付金额,门诊费用,contradiction
医保金额,自付金额,contradiction
减免金额,医保金额,contradiction
扣费日期,减免金额,contradiction
患者唯一ID号,扣费日期,contradiction
统计医院,患者唯一编号,contradiction
统计月份,统计医院,contradiction
挂号次数,统计月份,contradiction
网上预约挂号次数,挂号次数,contradiction
门诊次数,网上预约挂号次数,contradiction
急诊次数,门诊次数,contradiction
住院次数,急诊次数,contradiction
手术次数,住院次数,contradiction
体检次数,手术次数,contradiction
疫苗接种次数,体检次数,contradiction
总费用,疫苗接种次数,contradiction
挂号费用,总费用,contradiction
门诊费用,挂号费用,contradiction
急诊费用,门诊费用,contradiction
住院费用,急诊费用,contradiction
个人承担费用,住院费,contradiction
医保费用,个人承担费用,contradiction
减免费用,医保费用,contradiction
献血量,减免费用,contradiction
献血次数,献血量,contradiction
姓名,献血次数,contradiction
性别,姓名,contradiction
国籍,性别,contradiction
证件类型,国籍,contradiction
证件号码,身份证件类型,contradiction
手机号码,身份证件号码,contradiction
到达后详细地址,联系电话,contradiction
健康状态(绿码、黄码、红码等),当前所在详址,contradiction
当前所在省（自治区、直辖市、特别行政区）,健康码状态,contradiction
当前所在城市（州、盟等）,所在省,contradiction
当前所在区（县、县级市等）,所在地市,contradiction
当前所在街道（乡、镇）,所在市县区,contradiction
当前所在社区（村、居委会）,所在乡镇街道,contradiction
当前所在居住区,所在社区,contradiction
健康码生成时间,所在居住区,contradiction
有效截止日期,健康码生成时间,contradiction
管理机构名称,有效期截止日期,contradiction
管理机构代码,管理机构名称,contradiction
证件类型,管理机构代码,contradiction
证件号码,身份证件类型,contradiction
姓名,身份证件号码,contradiction
性别,姓名,contradiction
国籍,性别,contradiction
民族,国籍,contradiction
出生日期,民族,contradiction
户籍所在地,出生日期,contradiction
婚姻状况,户籍地,contradiction
死亡证明编号,婚姻状况,contradiction
死亡原因代码,死亡证明编号,contradiction
死亡原因,死亡原因编码,contradiction
死亡日期,死亡原因,contradiction
死亡信息来源部门,死亡日期,contradiction
居民死亡殡葬证编号,死亡信息来源部门,contradiction
家属姓名,殡葬证编号,contradiction
家属身份证号,家属姓名,contradiction
家属联系方式,家属身份证件号码,contradiction
家属地址,家属联系电话,contradiction
户籍注销日期,死者家属地址,contradiction
户籍注销派出所名称,户籍注销日期,contradiction
火化日期,户籍注销派出所,contradiction
火化证件编号,火化日期,contradiction
火化殡仪馆,火化证编号,contradiction
土葬日期,所属殡仪馆,contradiction
墓穴证号码,土葬日期,contradiction
证件类型,墓穴证编号,contradiction
证件号码,身份证件类型,contradiction
姓名,身份证件号码,contradiction
性别,姓名,contradiction
国籍,性别,contradiction
民族,国籍,contradiction
出生日期,民族,contradiction
户籍所在地详址,出生日期,contradiction
死亡证明编号,户籍地址区划内详细地址,contradiction
死亡证明出具单位代码,死亡证明编号,contradiction
死亡证明出具单位名称,死亡证明出具单位代码,contradiction
死亡日期,死亡证明出具单位,contradiction
死亡原因编码,死亡日期,contradiction
死亡原因名称,死亡原因编码,contradiction
家属姓名,死亡原因,contradiction
家属身份证号码,家属姓名,contradiction
家属联系方式,家属身份证件号码,contradiction
家属联系地址,家属联系电话,contradiction
死亡报卡编号,家属联系地址,contradiction
死亡报卡类型代码,死亡报卡编号,contradiction
死亡报卡类型名称,死亡报卡类型代码,contradiction
死亡证编号,死亡报卡类型,contradiction
姓名,死亡证明编号,contradiction
性别名称,姓名,contradiction
民族名称,性别,contradiction
国籍名称,民族,contradiction
证件类型代码,国籍,contradiction
证件类型名称,身份证件类型代码,contradiction
证件号码,身份证件类型,contradiction
死者婚姻状况名称,身份证件号码,contradiction
死者文化程度名称,死者婚姻状况,contradiction
从业状况名称,死者文化程度,contradiction
主要职业与工种主要职业与工种名称,从业状况,contradiction
是否婴幼儿、学龄前儿童,主要职业与工种,contradiction
是否弱智名称,是否婴幼儿、学龄前儿童,contradiction
出生日期,是否弱智,contradiction
死亡日期,出生日期,contradiction
死亡日期时间,死亡日期,contradiction
实足年龄,死亡时间,contradiction
死亡地点类别名称,实足年龄,contradiction
生前工作单位,死亡地点类别,contradiction
户籍地址-省（自治区、直辖市），证件类型为【01 身份证】时必填,死者生前工作单位,contradiction
户籍地址-省（自治区、直辖市），证件类型为【01 身份证】时必填,户籍地址省,contradiction
户籍地址-市（地区），户籍地址-省为本省市时必填,户籍地址省,contradiction
户籍地址-市（地区），户籍地址-省为本省市时必填,户籍地址市,contradiction
户籍地址-县（区）户籍地址-省为本省市时必填,户籍地址市,contradiction
户籍地址-县（区）户籍地址-省为本省市时必填,户籍地址县区,contradiction
户籍地址-乡（镇、街道办事处）,户籍地址县区,contradiction
户籍地址-乡（镇、街道办事处）,户籍地址乡镇,contradiction
户籍地-居委,户籍地址乡镇,contradiction
户籍地-居委,户籍地居委会,contradiction
户籍地址-村（街、路、弄）,户籍地居委会,contradiction
户籍地址-门牌号,户籍地址村,contradiction
现居住地-省（自治区、直辖市）,户籍地址门牌号,contradiction
现居住地-省（自治区、直辖市）,现居地址省,contradiction
现居住地-市（地区）,现居地址省,contradiction
现居住地-市（地区）,现居地址市,contradiction
现居住地-县（区）,现居地址市,contradiction
现居住地-县（区）,现居地址县区,contradiction
现居住地-乡（镇、街道）,现居地址县区,contradiction
现居住地-乡（镇、街道）,现居地址乡镇,contradiction
现居住地-居委,现居地址乡镇,contradiction
现居住地-居委,现居地址居委会,contradiction
现居住地-村（路、街、弄）,现居地址居委会,contradiction
现居住地-门牌号,现居地址村,contradiction
联系人姓名,现居地址门牌号,contradiction
家属身份证号,联系人姓名,contradiction
联系人地址,家属身份证件号码,contradiction
联系人电话,联系人地址,contradiction
直接死亡原因名称a,联系人电话,contradiction
发病日期A,直接死亡原因,contradiction
直接死亡原因名称b,发病日期,contradiction
发病日期B,直接死亡原因,contradiction
直接死亡原因名称c,发病日期,contradiction
发病日期c,直接死亡原因,contradiction
直接死亡原因名称d,发病日期,contradiction
发病日期d,直接死亡原因,contradiction
其他疾病诊断名称1,发病日期,contradiction
其他疾病诊断名称2,其他疾病诊断,contradiction
其他疾病诊断名称3,其他疾病诊断,contradiction
疾病的最高诊断医院名称,其他疾病诊断,contradiction
死亡医院名称，当死亡医院代码为空时必填名称,最高诊断医院,contradiction
死亡最高诊断依据类别代码,死亡医院,contradiction
死亡最高诊断依据类别名称,死亡最高诊断依据类别代码,contradiction
住院号,死亡最高诊断依据类别,contradiction
报告者姓名,住院号,contradiction
报告日期,死亡报告者,contradiction
填报单位名称,检验报告日期,contradiction
死亡原因代码,填报单位,contradiction
死亡原因名称,死亡原因编码,contradiction
根本死因代码,死亡原因,contradiction
死者生前病史及症状体征,根本死因代码,contradiction
姓名,死者生前病史及症状体征,contradiction
公民身份证号,姓名,contradiction
行政区划代码,公民身份号码,contradiction
社会保障号码,行政区划代码,contradiction
单位名称,社会保障号码,contradiction
统一社会信用代码,单位名称,contradiction
人员参保状态,统一社会信用代码,contradiction
个人缴费状态,社保参保状态,contradiction
开始日期,个人缴费状态,contradiction
终止日期,社保参保开始日期,contradiction
险种类型,终止日期,contradiction
姓名,险种,contradiction
公民身份证号,姓名,contradiction
机构名称,公民身份号码,contradiction
机构统一社会信用代码,工作单位,contradiction
机构所在行政区划,工作单位统一社会信用代码,contradiction
登记日期,行政区划名称,contradiction
工作岗位,登记日期,contradiction
姓名,任职岗位,contradiction
公民身份证号,姓名,contradiction
兵役状况,公民身份号码,contradiction
姓名,兵役状况,contradiction
公民身份证号,姓名,contradiction
工作单位,公民身份号码,contradiction
所在行政区划,工作单位,contradiction
开始日期,行政区划名称,contradiction
结束日期,社保参保开始日期,contradiction
是否退休申请单位,工作结束日期,contradiction
离退休类别,是否退休申请单位,contradiction
离退休核发单位,离退休类别,contradiction
离退休核发时间,核发单位,contradiction
被鉴定人姓名,证件核发日期,contradiction
证件类型,劳动能力程度被鉴定人姓名,contradiction
被鉴定人证件号码,身份证件类型,contradiction
残疾等级,劳动能力被鉴定人身份证件号码,contradiction
残疾性质,残疾等级,contradiction
工作单位,残疾性质,contradiction
疾病名称,工作单位,contradiction
鉴定结论,疾病名称,contradiction
制发日期,劳动能力鉴定结论,contradiction
行政区划代码,发证日期,contradiction
行政区划名称,行政区划代码,contradiction
立案数,行政区划名称,contradiction
结案数,立案数,contradiction
统计月份,结案数,contradiction
姓名,统计月份,contradiction
公民身份证号,姓名,contradiction
工作单位,公民身份号码,contradiction
从事职业名称,工作单位,contradiction
从事开始日期,职业,contradiction
从事结束日期,从事开始日期,contradiction
救助类型,从事结束日期,contradiction
救助人身份证号,救助类别,contradiction
户口性质,救助人身份证件号码,contradiction
家庭总人口,户口性质,contradiction
居住地址,家庭总人口数,contradiction
联系电话,居住地址,contradiction
累计收入,联系电话,contradiction
月人均收入,累计收入金额,contradiction
年份,人均月收入金额,contradiction
月份,救助年份,contradiction
户籍地址,救助月份,contradiction
申请类别,户籍地址,contradiction
致贫原因,救助申请类别,contradiction
低保类别,致贫原因,contradiction
申请救助原因,低保类别,contradiction
累计月份,申请救助原因,contradiction
累计支出,救助累计月份,contradiction
保障标准,累计支出金额,contradiction
生活补助金,保障标准,contradiction
残疾补差金,生活补助金,contradiction
其他补助金,救助人员残疾补差金,contradiction
总发放金额,救助人员其他补助金,contradiction
调查时间,救助总发放金额,contradiction
调查结果,救助对象调查时间,contradiction
区划编码,救助对象调查结果,contradiction
救助类型,行政区划代码,contradiction
身份证,救助类别,contradiction
姓名,公民身份号码,contradiction
户号,姓名,contradiction
性别,户号,contradiction
出生日期,性别,contradiction
民族,出生日期,contradiction
文化程度,民族,contradiction
健康状况,学历,contradiction
婚姻状况,健康状况,contradiction
职业状况,婚姻状况,contradiction
政治面貌,职业状况,contradiction
户口性质,政治面貌,contradiction
行政区划,户口性质,contradiction
优抚类别,行政区划名称,contradiction
姓名,优抚类别,contradiction
民族,姓名,contradiction
性别,民族,contradiction
户口类别,性别,contradiction
出生日期,户口类别,contradiction
实际居住地址,出生日期,contradiction
婚姻状况,实际居住地址,contradiction
身份证号,婚姻状况,contradiction
行政区划代码,公民身份号码,contradiction
优抚对象状态,行政区划代码,contradiction
入伍（参加工作）日期,优抚对象状态,contradiction
退伍（离退休）日期,入伍参加工作日期,contradiction
户口簿上地址,退伍离退休日期,contradiction
户口簿上户口类别,户籍地址区划内详细地址,contradiction
优抚证书编号,户口类别,contradiction
就业情况,优抚证书编号,contradiction
是否属于孤老,就业情况,contradiction
是否属于孤儿,是否属于孤老,contradiction
开始享受待遇年度,是否属于孤儿,contradiction
停止享受待遇年度,开始享受待遇年度,contradiction
