sentence1,sentence2,similarity
内容,个人照片,contradiction
证书编号,姓名,contradiction
发证机关,资格证内容,contradiction
身份证件号,从业资格证证书编号,contradiction
发证日期,发证机关,contradiction
状态,公民身份号码,contradiction
发证时间,发证日期,contradiction
是否启用,资格证状态,contradiction
照片,发证时间,contradiction
姓名,证件是否启用,contradiction
内容,个人照片,contradiction
证书编号,姓名,contradiction
发证机关,资格证内容,contradiction
身份证件号,从业资格证证书编号,contradiction
发证日期,发证机关,contradiction
状态,公民身份号码,contradiction
发证时间,发证日期,contradiction
注册登记时间,资格证状态,contradiction
牌照有效期限,发证时间,contradiction
是否启用,机动车注册登记日期,contradiction
登记证书编号,牌照有效期限,contradiction
车辆型号,证件是否启用,contradiction
拖拉机最小使用质量,机动车登记证书编号,contradiction
联合收割机质量,车辆型号,contradiction
拖拉机最大允许载质量,机动车最小使用质量,contradiction
准乘人数,联合收割机质量,contradiction
外廓尺寸-长,机动车最大允许载质量,contradiction
外廓尺寸-宽,机动车准乘人数,contradiction
外廓尺寸-高,外廓尺寸长,contradiction
是否临牌,外廓尺寸宽,contradiction
身份证号,外廓尺寸高,contradiction
车牌号码,是否临牌,contradiction
所属地区,公民身份号码,contradiction
机身颜色,车牌号码,contradiction
车辆照片,所属地区,contradiction
发证机关,机身颜色,contradiction
车辆类型,车辆照片,contradiction
状态,发证机关,contradiction
所有人,车辆类型,contradiction
地址,动产状态,contradiction
底盘机架号,所有人,contradiction
挂车架号码,地址,contradiction
发动机号码,底盘机架号,contradiction
车辆品牌,车辆识别代码,contradiction
状态,发动机号码,contradiction
发证单位,车辆品牌,contradiction
发证日期,动产状态,contradiction
合格科目名称,发证机关,contradiction
序号,发证日期,contradiction
姓名,考试合格科目名称,contradiction
状态,司法案件序号,contradiction
通过时间,姓名,contradiction
性别,资格证状态,contradiction
证件号码,考试通过时间,contradiction
照片路径,性别,contradiction
报考级别名称,身份证件号码,contradiction
报考专业名称,个人照片,contradiction
发证单位,报考级别名称,contradiction
考试科目,报考专业名称,contradiction
考试时间,发证机关,contradiction
签发时间,考试科目,contradiction
状态,考试时间,contradiction
有效年度数,发证日期,contradiction
有效期截止,资格证状态,contradiction
有效期起始,有效年度数,contradiction
有效期起始年度,有效期截止日期,contradiction
证件类别,证书有效期开始日期,contradiction
照片路径,有效期开始年度,contradiction
合格年份,身份证件类型,contradiction
考生姓名,个人照片,contradiction
证件号码,考试合格年份,contradiction
证照编号,考生姓名,contradiction
证照名称,身份证件号码,contradiction
毕业学校,资格证证照编号,contradiction
出生年月,资格证证照名称,contradiction
联系电话,毕业院校,contradiction
发证单位,出生年月,contradiction
发证时间,联系电话,contradiction
工作单位,发证机关,contradiction
级别名称,发证时间,contradiction
评委会名称,工作单位,contradiction
取得方式,资格级别,contradiction
取得资格时间,评委会名称,contradiction
所属系列,资格证取得方式,contradiction
状态,取得资格时间,contradiction
所学专业,专业技术职务系列名称,contradiction
所在地市、省级主管部门,资格证状态,contradiction
所在县（市、区）、市本级,所学专业,contradiction
通讯地址,省市主管部门,contradiction
性别,所在市县区,contradiction
资格名称,通讯地址,contradiction
最高学历,性别,contradiction
最高学位,资格名称,contradiction
证件类别,最高学历,contradiction
照片路径,最高学位,contradiction
证书查询,身份证件类型,contradiction
专业名称,个人照片,contradiction
在职状态,证书查询,contradiction
姓名,专业名称,contradiction
证件号码,在职状态,contradiction
证书编号,姓名,contradiction
发证机关,身份证件号码,contradiction
发证日期,从业资格证证书编号,contradiction
性别,发证机关,contradiction
姓名,发证日期,contradiction
有效期开始时间,性别,contradiction
有效期结束时间,姓名,contradiction
照片,有效期开始时间,contradiction
执业地点,证书有效期截止日期,contradiction
身份证号(主键),个人照片,contradiction
发证日期,执业地点名称,contradiction
身份证号码,公民身份号码,contradiction
审批机关,发证日期,contradiction
性别,公民身份号码,contradiction
姓名,审批机关,contradiction
有效期结束时间,性别,contradiction
有效期开始时间,姓名,contradiction
资格证书编码,证书有效期截止日期,contradiction
照片,有效期开始时间,contradiction
执业地点名称,注册证书编号,contradiction
执业范围,个人照片,contradiction
主要执业机构,执业地点名称,contradiction
执业类别,执业范围,contradiction
执业证书编码,执业机构,contradiction
身份证号,医师执业类型,contradiction
用电户名,注册证书编号,contradiction
用电地址,公民身份号码,contradiction
欠费总额,用户名,contradiction
统计年月,用电地址,contradiction
用电户号,欠费总额,contradiction
欠费时段,电费统计年月,contradiction
证件号码,用户号,contradiction
证件类型,欠费时段,contradiction
所属国家,身份证件号码,contradiction
上网IP地址,身份证件类型,contradiction
下线时间,所属国家地区,contradiction
上线时间,上网IP地址,contradiction
网吧名称,上网下线时间,contradiction
姓名,上网上线时间,contradiction
组织名称,网吧名称,contradiction
接收地址,姓名,contradiction
单位名称或个人姓名,组织名称,contradiction
组织机构代码,接收地址,contradiction
接收卫星,单位名称或个人姓名,contradiction
个人护照号,组织机构代码,contradiction
统一社会信用代码或身份证号,接收卫星,contradiction
邮政编码,护照号码,contradiction
许可证号,统一社会信用代码或身份证件号码,contradiction
用电量,邮政编码,contradiction
抄表日期,许可证号,contradiction
证件类型,用电量,contradiction
立户日期,抄表日期,contradiction
证件号,身份证件类型,contradiction
安装地址,开户日期,contradiction
联系方式,身份证件号码,contradiction
用户姓名,安装地址,contradiction
缴费时间,联系电话,contradiction
"费用状态（欠费信息为""未缴费""）",用户姓名,contradiction
户号,缴费时间,contradiction
统一社会信用代码,水电气费用状态,contradiction
"用户类别(用户类型为单位即为单位,其他为个人)",用户号,contradiction
抄表号,统一社会信用代码,contradiction
用气量,用户类型,contradiction
抄表日期,水电气抄表号,contradiction
证件类型,用气量,contradiction
立户日期,抄表日期,contradiction
证件号,身份证件类型,contradiction
安装地址,开户日期,contradiction
联系方式,身份证件号码,contradiction
用户姓名,安装地址,contradiction
缴费时间,联系电话,contradiction
"费用状态（欠费信息为""未缴费""）",用户姓名,contradiction
户号,缴费时间,contradiction
统一社会信用代码,水电气费用状态,contradiction
"用户类别(用户类型为单位即为单位,其他为个人)",用户号,contradiction
抄表号,统一社会信用代码,contradiction
用水量,用户类型,contradiction
抄表日期,水电气抄表号,contradiction
证件类型,用水量,contradiction
立户日期,抄表日期,contradiction
证件号,身份证件类型,contradiction
安装地址,开户日期,contradiction
联系方式,身份证件号码,contradiction
用户姓名,安装地址,contradiction
缴费时间,联系电话,contradiction
"费用状态（欠费信息为""未缴费""）",用户姓名,contradiction
户号,缴费时间,contradiction
统一社会信用代码,水电气费用状态,contradiction
"用户类别(用户类型为单位即为单位,其他为个人)",用户号,contradiction
抄表号,统一社会信用代码,contradiction
身份证号码,用户类型,contradiction
信用时数,水电气抄表号,contradiction
性别,公民身份号码,contradiction
手机号码,志愿者信用时数,contradiction
姓名,性别,contradiction
政治面貌,联系电话,contradiction
注册来源城市,姓名,contradiction
星级,政治面貌,contradiction
活动名称,注册来源城市,contradiction
活动日期,志愿者星级,contradiction
签到时间,活动名称,contradiction
签退时间,活动日期,contradiction
志愿者姓名,签到时间,contradiction
志愿者身份证号,签退时间,contradiction
活动地点,志愿者姓名,contradiction
市,志愿者公民身份号码,contradiction
区县,活动地点,contradiction
身份证号,市,contradiction
姓名,区县,contradiction
总时数,公民身份号码,contradiction
女方公民身份证号,姓名,contradiction
女方婚姻状况,志愿者服务总时数,contradiction
女方姓名,女方公民身份号码,contradiction
更新时间,女方婚姻状况,contradiction
证件类型,女方姓名,contradiction
孩次,更新时间,contradiction
女方身份证号,身份证件类型,contradiction
女方姓名,孩次,contradiction
发证地,女方公民身份号码,contradiction
发证地编码,女方姓名,contradiction
男方身份证号,发证地,contradiction
男方姓名,发证地编码,contradiction
登记/审批日期,男方公民身份号码,contradiction
记录状态,男方姓名,contradiction
生育时间,登记日期,contradiction
户籍地址,生育登记状态,contradiction
发证日期,生育时间,contradiction
生育管理地,户籍地址,contradiction
政策属性,发证日期,contradiction
生育登记证号,生育管理地,contradiction
导游证号,生育政策属性,contradiction
导游证资格证号,生育登记证号,contradiction
性别,导游证号,contradiction
学历,导游证资格证号,contradiction
姓名,性别,contradiction
手机号,学历,contradiction
项目,姓名,contradiction
现签约旅行社,联系电话,contradiction
身份证号码,项目名称,contradiction
出境游领队资格证书号,现签约旅行社,contradiction
办结标志,公民身份号码,contradiction
办结时间,出境游领队资格证书号,contradiction
登记部门,办结标志,contradiction
登记单位,信访件办结时间,contradiction
登记时间,登记部门,contradiction
概况,登记单位,contradiction
行业内容分类,登记时间,contradiction
是否保密,信访件概况,contradiction
联名信或集体访,行业内容分类,contradiction
匿名标志,是否保密,contradiction
首次信访标志,信访件类型,contradiction
是否公开,是否匿名标志,contradiction
涉法涉诉标志,首次信访标志,contradiction
涉及人数,是否公开,contradiction
受信人,涉法涉诉标志,contradiction
信访件编号,信访件涉及人数,contradiction
信访件状态,受信人姓名,contradiction
信访事项信访目的,信访件编号,contradiction
信访日期,信访件状态,contradiction
信访人诉求,信访事项信访目的,contradiction
信访形式,信访日期,contradiction
信访人姓名,信访人诉求,contradiction
证件类型,信访形式,contradiction
证件号码,信访人姓名,contradiction
出生日期,身份证件类型,contradiction
常住地址,身份证件号码,contradiction
电子邮件,出生日期,contradiction
工作单位,常住地址,contradiction
户口所在地,电子邮箱,contradiction
联系电话,工作单位,contradiction
民族,户籍地,contradiction
通讯地址,联系电话,contradiction
性别,民族,contradiction
信访人国籍或港澳台居民身份,通讯地址,contradiction
姓名,性别,contradiction
邮政编码,国籍地区,contradiction
证件号码,姓名,contradiction
证件类型,邮政编码,contradiction
职业,身份证件号码,contradiction
政治身份,身份证件类型,contradiction
居住地址,职业,contradiction
出生日期,政治面貌,contradiction
残疾证号,居住地址,contradiction
残疾等级,出生日期,contradiction
残疾类别,残疾证号,contradiction
性别,残疾等级,contradiction
监护人住址,残疾类别,contradiction
监护人姓名,性别,contradiction
监护人联系方式,监护人住址,contradiction
与监护人关系,监护人姓名,contradiction
身份证号,监护人联系电话,contradiction
发证机关,与监护人关系,contradiction
发证日期,公民身份号码,contradiction
姓名,发证机关,contradiction
民族,发证日期,contradiction
户籍地区,姓名,contradiction
联系方式,民族,contradiction
持证状态,户籍地,contradiction
姓名,联系电话,contradiction
性别,持证状态,contradiction
出生日期,姓名,contradiction
身份证,性别,contradiction
行政区划,出生日期,contradiction
户籍地,公民身份号码,contradiction
残疾等级,行政区划名称,contradiction
残疾性质,户籍地,contradiction
发证日期,残疾等级,contradiction
有效期,残疾性质,contradiction
证明机关,发证日期,contradiction
证明时间,证件有效期,contradiction
父亲国籍,证明机关,contradiction
父亲民族,证明日期,contradiction
父亲住址,父亲国籍,contradiction
父亲证件号码,父亲民族,contradiction
父亲证件类别,父亲住址,contradiction
健康状况,父亲身份证件号码,contradiction
医疗机构名称,父亲身份证件类型,contradiction
母亲国籍,健康状况,contradiction
母亲民族,医疗机构名称,contradiction
母亲年龄,母亲国籍,contradiction
母亲住址,母亲民族,contradiction
母亲证件号码,母亲年龄,contradiction
母亲证件类别,母亲居住地址,contradiction
签发机构,母亲身份证件号码,contradiction
签发日期,母亲身份证件类型,contradiction
出生时间,签发机构,contradiction
出生体重,证明签发日期,contradiction
出生地,出生时间,contradiction
父亲年龄,出生体重,contradiction
父亲身份证号码,出生地,contradiction
父亲姓名,父亲年龄,contradiction
母亲身份证号码,父亲公民身份号码,contradiction
母亲姓名,父亲姓名,contradiction
出生日期,母亲公民身份号码,contradiction
性别,母亲姓名,contradiction
新生儿姓名,出生日期,contradiction
出生证明编号,性别,contradiction
患者姓名,新生儿姓名,contradiction
患者身份证号,出生医学证明编号,contradiction
监护人姓名,患者姓名,contradiction
与患者关系,患者公民身份号码,contradiction
监护人电话,监护人姓名,contradiction
辖区村（居委会）联系人电话,与患者关系,contradiction
目前诊断情况,监护人联系电话,contradiction
确诊医院,居委会联系电话,contradiction
确诊日期,目前诊断情况,contradiction
卡状态,确诊医院,contradiction
终止原因,疾病确诊日期,contradiction
终止时间,精神病人卡状态,contradiction
就业情况,终止原因,contradiction
死亡日期,终止日期,contradiction
死亡原因,就业情况,contradiction
躯体疾病死亡原因,死亡日期,contradiction
既往症状,死亡原因,contradiction
既往症状其他,躯体疾病死亡原因,contradiction
申请人姓名,既往症状,contradiction
与当事人关系,既往症状其他,contradiction
判决法院,申请人姓名,contradiction
判决日期,与当事人关系,contradiction
当事人姓名,判决法院,contradiction
当事人身份证号,判决日期,contradiction
案号代码,案件当事人,contradiction
出生日期,当事人公民身份号码,contradiction
身份证号码,案号,contradiction
火化日期,出生日期,contradiction
死亡日期,公民身份号码,contradiction
户籍所在地,火化日期,contradiction
姓名,死亡日期,contradiction
民族,户籍地,contradiction
国籍,姓名,contradiction
所在殡仪馆,民族,contradiction
性别,国籍,contradiction
火化编号,所属殡仪馆,contradiction
职工账号,性别,contradiction
职工姓名,火化证编号,contradiction
身份证号码,职工账号,contradiction
死亡时间,职工姓名,contradiction
出生日期,公民身份号码,contradiction
报卡日期,死亡时间,contradiction
死亡日期,出生日期,contradiction
报卡单位,死亡报卡日期,contradiction
死亡原因,死亡日期,contradiction
国家或地区,死亡报卡单位,contradiction
婚姻状况,死亡原因,contradiction
家属地址,国家地区,contradiction
家属电话,婚姻状况,contradiction
联系家属姓名,死者家属地址,contradiction
死者生前工作单位,家属联系电话,contradiction
民族,联系家属姓名,contradiction
证件号码,死者生前工作单位,contradiction
最高诊断单位,民族,contradiction
死亡地点,身份证件号码,contradiction
文化程度,最高诊断单位,contradiction
户口街道代码,死亡地点,contradiction
户口详细地址,学历,contradiction
户口区县代码,户口街道代码,contradiction
户口市代码,户口详址,contradiction
户口省代码,户口县区代码,contradiction
居住街道代码,户口市代码,contradiction
居住详细地址,户口省代码,contradiction
居住区县代码,居住街道代码,contradiction
居住市代码,居住地详细地址,contradiction
居住省代码,居住县区代码,contradiction
性别,居住市代码,contradiction
死者姓名,居住省代码,contradiction
诊断依据,性别,contradiction
证件类型,死者姓名,contradiction
死亡证明编号,诊断依据,contradiction
直接导致死亡的疾病名称,身份证件类型,contradiction
死亡证明发证机关,死亡证明编号,contradiction
窃电总额,直接导致死亡的疾病名称,contradiction
窃电量,发证机关,contradiction
身份证号,窃电总额,contradiction
用电户名,窃电量,contradiction
用电地址,公民身份号码,contradiction
窃电时段,用户名,contradiction
统计年月,用电地址,contradiction
用电户号,窃电时段,contradiction
地域名称,电费统计年月,contradiction
企业法人姓名,用户号,contradiction
身份证号码／组织机构代码,所在地区,contradiction
证件号码,法定代表人姓名,contradiction
证件类型,身份证件号码或组织机构代码,contradiction
执行法院,身份证件号码,contradiction
失信被执行人具体情形,身份证件类型,contradiction
法律生效文书确定的义务,执行法院,contradiction
执行依据文号,失信被执行人具体情形,contradiction
作出执行依据单位,法律生效文书确定的义务,contradiction
失信被执行人姓名／名称,失信被执行人执行依据文号,contradiction
标识自然人或企业法人,作出执行依据单位名称,contradiction
被执行人的履行情况,失信被执行人名称,contradiction
已履行部分,自然人或企业法定代表人姓名,contradiction
发布时间,失信被执行人履行情况,contradiction
立案时间,失信被执行人已履行部分,contradiction
性别,失信信息发布时间,contradiction
未履行部分,立案时间,contradiction
案号,性别,contradiction
处罚处理名称,失信被执行人未履行部分,contradiction
处罚处理内容,案号,contradiction
处罚处理日期,处罚处理名称,contradiction
处罚处理种类,处罚处理内容,contradiction
处罚对象类型,处罚处理日期,contradiction
处罚对象名称,处罚处理种类,contradiction
处罚机关,处罚对象类型,contradiction
加密证件号码,处罚对象名称,contradiction
实际处罚部门,处罚机关,contradiction
信息类型,身份证件号码,contradiction
有效截止日期,处罚部门,contradiction
证件类型,处罚信息类型,contradiction
真实证件号码,有效期截止日期,contradiction
案件上报期,身份证件类型,contradiction
案件性质,身份证件号码,contradiction
法定代表人或者负责人姓名,案件上报时间,contradiction
法定代表人或者负责人性别,案件性质,contradiction
法定代表人或者负责人证件号码,法定代表人或者负责人姓名,contradiction
法定代表人或者负责人证件名称,法定代表人或者负责人性别,contradiction
负有直接责任的财务负责人性别,法定代表人或者负责人身份证件号码,contradiction
负有直接责任的财务负责人姓名,法定代表人或负责人证件名称,contradiction
负有直接责任的财务负责人证件号码,负有直接责任的财务负责人性别,contradiction
负有直接责任的财务负责人证件名称,负有直接责任的财务负责人姓名,contradiction
负有直接责任的中介机构信息及其从业人员信息,负有直接责任的财务负责人证件号码,contradiction
纳税人识别号,负有直接责任的财务负责人身份证件名称,contradiction
相关法律依据及税务处理处罚情况,负有直接责任的中介机构及其从业人员信息,contradiction
注册地址,纳税人识别号,contradiction
主要违法事实,相关法律依据及税务处理处罚情况,contradiction
组织机构代码,企业注册地址,contradiction
纳税人名称,主要违法事实,contradiction
案号,组织机构代码,contradiction
案由,纳税人名称,contradiction
公务员姓名,案号,contradiction
判决法院,案由,contradiction
判决结果,姓名,contradiction
身份证号,判决法院,contradiction
生效时间,司法案件判决结果,contradiction
案号代码,公民身份号码,contradiction
案号,司法案件判决生效时间,contradiction
序号,案号,contradiction
当事人,案号,contradiction
发证机关,司法案件序号,contradiction
发证日期,当事人,contradiction
司法文书内容,发证机关,contradiction
状态,发证日期,contradiction
文件格式,司法文书内容,contradiction
文书名称,调解书状态,contradiction
案号代码,法律文书文件格式,contradiction
案号,法律文书名称,contradiction
序号,案号,contradiction
当事人姓名,案号,contradiction
当事人身份证号,司法案件序号,contradiction
发证机关,案件当事人,contradiction
发证日期,当事人公民身份号码,contradiction
婚姻关系情况,发证机关,contradiction
审批文书内容,发证日期,contradiction
状态,婚姻状况,contradiction
文件格式,审批文书内容,contradiction
文书名称,判决书状态,contradiction
案号代码,法律文书文件格式,contradiction
案号,法律文书名称,contradiction
执行金额,案号,contradiction
地址,案号,contradiction
法定代表人,执行金额,contradiction
共同被执行人,地址,contradiction
举报电话,法定代表人,contradiction
举报联系人,共同被执行人,contradiction
曝光日期,举报电话,contradiction
身份证号,举报联系人姓名,contradiction
未执行金额,曝光日期,contradiction
未执行物品,公民身份号码,contradiction
未执行行为,未执行金额,contradiction
姓名,未执行物品,contradiction
执行案由,未执行行为,contradiction
执行法院,姓名,contradiction
执行物品,执行案由,contradiction
执行行为,执行法院,contradiction
执行依据,执行物品,contradiction
案号,执行行为,contradiction
序号,执行依据,contradiction
审理状态,案号,contradiction
案由,司法案件序号,contradiction
承办单位,生效案件审理状态,contradiction
承办人,案由,contradiction
当事人名称,承办单位,contradiction
结案方式,生效案件承办人姓名,contradiction
结案日期,当事人姓名,contradiction
立案日期,结案方式,contradiction
判决结果,结案日期,contradiction
生效日期,立案日期,contradiction
宣判日期,司法案件判决结果,contradiction
案号代码,生效日期,contradiction
案号,宣判日期,contradiction
被执行人的履行情况,案号,contradiction
被执行人姓名/名称,案号,contradiction
被执行人性质,失信被执行人履行情况,contradiction
发布时间,失信被执行人名称,contradiction
法定代表人或者负责人姓名,失信被执行人性质,contradiction
身份证号码,失信信息发布时间,contradiction
失信被执行人行为情况,法定代表人或者负责人姓名,contradiction
生效法律文书确定的义务,公民身份号码,contradiction
未履行部分,失信被执行人行为情况,contradiction
性别,生效法律文书确定的义务,contradiction
已履行部分,失信被执行人未履行部分,contradiction
做出执行依据单位,性别,contradiction
执行法院,失信被执行人已履行部分,contradiction
执行依据文号,做出失信执行依据单位,contradiction
组织机构代码,执行法院,contradiction
被执行人序号,失信被执行人执行依据文号,contradiction
法院代码,组织机构代码,contradiction
搜案编号,失信被执行人序号,contradiction
搜案年号,法院代码,contradiction
住址,搜案编号,contradiction
个人财产保全情况,搜案年号,contradiction
联系电话,住址,contradiction
判决时间,个人财产保全情况,contradiction
个人涉案的民事刑事判决生效记录,联系电话,contradiction
身份证号,判决时间,contradiction
生效时间,个人涉案的民事刑事判决生效记录,contradiction
姓名,公民身份号码,contradiction
案号代码,司法案件判决生效时间,contradiction
序号,姓名,contradiction
案号,案号,contradiction
序号,司法案件序号,contradiction
案由,案号,contradiction
量刑类型,司法案件序号,contradiction
判处法院,案由,contradiction
判决结果,量刑类型,contradiction
是否剥夺政治权力,判决法院,contradiction
身份证号,司法案件判决结果,contradiction
生效时间,是否剥夺政治权力,contradiction
姓名,公民身份号码,contradiction
案号代码,司法案件判决生效时间,contradiction
量刑序号,姓名,contradiction
案号,案号,contradiction
序号,量刑序号,contradiction
出生日期,案号,contradiction
当事人类型,司法案件序号,contradiction
当事人名称,出生日期,contradiction
单位类型,司法案件当事人类型,contradiction
地址,当事人姓名,contradiction
法定代表人姓名,当事人单位类型,contradiction
法定代表人证件号,地址,contradiction
法定代表人证件类型,法定代表人姓名,contradiction
国籍,法定代表人身份证件号码,contradiction
联系电话,法定代表人身份证件类型,contradiction
民族,国籍,contradiction
诉讼地位,联系电话,contradiction
文化程度,民族,contradiction
性别,诉讼地位,contradiction
证件号,学历,contradiction
证件类型,性别,contradiction
职业,身份证件号码,contradiction
案号代码,身份证件类型,contradiction
当事人,职业,contradiction
单位名称,案号,contradiction
结案金额,当事人,contradiction
结案日期,单位名称,contradiction
立案日期,结案金额,contradiction
申请人身份证号码,结案日期,contradiction
申请人姓名,立案日期,contradiction
统一社会信用代码,申请人公民身份号码,contradiction
案号代码,申请人姓名,contradiction
联系地址,统一社会信用代码,contradiction
联系电话,案号,contradiction
信访人姓名,联系地址,contradiction
维权日期,联系电话,contradiction
身份证号,信访人姓名,contradiction
维权内容,维权日期,contradiction
交通方式,公民身份号码,contradiction
身份证明号码,维权内容,contradiction
事故责任,交通方式,contradiction
主要违法行为,身份证件号码,contradiction
违法行为2,事故责任,contradiction
违法行为3,主要违法行为,contradiction
姓名,违法行为,contradiction
判决单位,违法行为,contradiction
判决结果,姓名,contradiction
出生日期,判决法院,contradiction
法律文书号,司法案件判决结果,contradiction
发证机关,出生日期,contradiction
发证日期,法律文书号,contradiction
住址,发证机关,contradiction
判决日期,发证日期,contradiction
判决罪名,住址,contradiction
刑期截止日期,判决日期,contradiction
证书状态,判决罪名,contradiction
性别,刑期截止日期,contradiction
姓名,刑满释放人员证明文书状态,contradiction
刑期开始日期,性别,contradiction
证件号码,姓名,contradiction
证件类型,刑期开始日期,contradiction
出生日期,身份证件号码,contradiction
公民身份号码,身份证件类型,contradiction
户籍地,出生日期,contradiction
户籍门(楼)详址,公民身份号码,contradiction
联系方式,户籍地,contradiction
民族,户籍门楼详址,contradiction
上访类型,联系电话,contradiction
上访原因,民族,contradiction
上访状态,上访类型,contradiction
性别,上访原因,contradiction
学历,上访状态,contradiction
姓名,性别,contradiction
现住门(楼)详址,学历,contradiction
姓名,姓名,contradiction
违法时间,现住门楼详址,contradiction
身份证号码,姓名,contradiction
处罚对象,违法时间,contradiction
处罚对象主体识别码,公民身份号码,contradiction
处罚决定书文号,处罚对象名称,contradiction
处罚机关,处罚对象主体识别码,contradiction
处罚内容,处罚决定书文号,contradiction
处罚日期,处罚机关,contradiction
处罚事由,处罚内容,contradiction
处罚依据,处罚日期,contradiction
处罚种类,处罚事由,contradiction
处罚执行情况,处罚依据,contradiction
处罚对象名称,处罚种类,contradiction
处罚对象统一社会信用代码,处罚执行情况,contradiction
处罚对象组织机构代码,处罚对象名称,contradiction
处罚决定书文号,处罚对象统一社会信用代码,contradiction
处罚机关,处罚对象组织机构代码,contradiction
处罚内容,处罚决定书文号,contradiction
处罚日期,处罚机关,contradiction
处罚事由,处罚内容,contradiction
处罚依据,处罚日期,contradiction
处罚种类,处罚事由,contradiction
处罚执行情况,处罚依据,contradiction
处罚对象,处罚种类,contradiction
处罚对象身份证号,处罚执行情况,contradiction
处罚决定书文号,处罚对象名称,contradiction
处罚机关,处罚对象身份证件号码,contradiction
处罚内容,处罚决定书文号,contradiction
处罚日期,处罚机关,contradiction
处罚事由,处罚内容,contradiction
处罚依据,处罚日期,contradiction
处罚种类,处罚事由,contradiction
处罚执行情况,处罚依据,contradiction
处罚机关,处罚种类,contradiction
处罚内容,处罚执行情况,contradiction
处罚日期,处罚机关,contradiction
处罚文号,处罚内容,contradiction
当事法人姓名,处罚日期,contradiction
统一社会信用代码,处罚决定书文号,contradiction
违法事实,当事法人名称,contradiction
组织机构代码,统一社会信用代码,contradiction
单位名称,处罚违法事实,contradiction
船舶检验证登记证号,组织机构代码,contradiction
案由名称,单位名称,contradiction
"案件来源，1检查获得,2上级交办,3有关单位移送,4群众举报",船舶检验证登记证号,contradiction
船籍港,案由,contradiction
填报时间,案件来源,contradiction
检查地点,船籍港,contradiction
违法行为发生检查日期,填报时间,contradiction
违规行为,检查地点,contradiction
"船舶检验证书情况，1无或无效,2有效",违法行为发生检查日期,contradiction
渔船材质,违规行为,contradiction
船名,船舶检验证书状态,contradiction
船主姓名,渔船材质,contradiction
船主身份证号,船名,contradiction
联系方式,船主姓名,contradiction
"船长，1、12米以下,2、12米至24米,3、24米以上",船主公民身份号码,contradiction
船名号,联系电话,contradiction
额定主机功率,船长,contradiction
证载作业类型,船名,contradiction
姓名,额定主机功率,contradiction
身份证号码,渔船证载作业类型,contradiction
准考证号,姓名,contradiction
考试项目名称,公民身份号码,contradiction
工作单位,准考证号,contradiction
处理决定,考试科目,contradiction
决定时间,工作单位,contradiction
处理意见,处理决定,contradiction
工作单位,考生违纪处理决定时间,contradiction
决定时间,处理意见,contradiction
考试名称,工作单位,contradiction
身份证号,考生违纪处理决定时间,contradiction
违纪行为,考试名称,contradiction
姓名,公民身份号码,contradiction
违法违规类型,违纪行为,contradiction
处罚决定文书号,姓名,contradiction
立案时间,违法违规类型,contradiction
组织机构代码,处罚决定书文号,contradiction
处罚单位,立案时间,contradiction
处罚金额,组织机构代码,contradiction
行政处罚决定,处罚单位,contradiction
处罚类型,处罚金额,contradiction
查获币值,处罚决定内容,contradiction
移送日期,处罚类型,contradiction
移送部门,处罚查获币值,contradiction
统一社会信用代码,移送日期,contradiction
行政处罚的种类和依据,移送部门,contradiction
行政处罚的履行方式和期限,统一社会信用代码,contradiction
处罚文号,处罚的种类和依据,contradiction
被处罚单位法定代表人身份证号码,处罚的履行方式和期限,contradiction
综合判定(行政处罚决定书)(全文或摘要),处罚决定书文号,contradiction
单位名称,处罚单位法定代表人公民身份号码,contradiction
公告日期,处罚内容,contradiction
法定代表人姓名,单位名称,contradiction
主要违法事实(违法行为)(违法情况),公告日期,contradiction
处罚日期,法定代表人姓名,contradiction
处罚情况,主要违法行为,contradiction
统一社会信用代码,处罚日期,contradiction
处罚结果,处罚内容,contradiction
处罚时间,统一社会信用代码,contradiction
处罚事实,处罚结果,contradiction
处罚依据,处罚日期,contradiction
所属单位名称,处罚事实,contradiction
所属单位组织机构代码,处罚依据,contradiction
发布期限,所属单位,contradiction
发布时间,所属单位组织机构代码,contradiction
失信黑名单项目名称,公告发布期限,contradiction
自然人身份证号码,黑名单信息发布时间,contradiction
自然人姓名,失信黑名单项目名称,contradiction
处罚文号,公民身份号码,contradiction
处罚结果,姓名,contradiction
处罚时间,处罚决定书文号,contradiction
处罚事实,处罚结果,contradiction
处罚文号,处罚日期,contradiction
处罚依据,处罚事实,contradiction
发布时间,处罚决定书文号,contradiction
法定代表人姓名,处罚依据,contradiction
法定代表人身份证号,黑名单信息发布时间,contradiction
发布期限,法定代表人姓名,contradiction
单位名称/姓名,法定代表人公民身份号码,contradiction
统一社会信用代码/身份证号,公告发布期限,contradiction
处罚结果,姓名,contradiction
处罚时间,统一社会信用代码或身份证件号码,contradiction
法人身份证号,处罚结果,contradiction
法人姓名,处罚日期,contradiction
企业名称,法定代表人公民身份号码,contradiction
处罚原因,法定代表人姓名,contradiction
解除临时查封时间,企业名称,contradiction
临时查封时间,处罚原因,contradiction
单位名称/姓名,解除临时查封时间,contradiction
签名机关,临时查封时间,contradiction
强制执行机关,姓名,contradiction
强制执行时间,签名机关,contradiction
强制执行文号,强制执行机关,contradiction
强制执行内容,行政强制执行时间,contradiction
统一社会信用代码/身份证号,司法案件强制执行文号,contradiction
